cin,nom,prenom,age,genre,profession,region,Prime_de_assurance_en_DT,Sujets_demande,description,type_demande,Date_demande
C26117915,Nom_920,Prenom_546,28.10085250942165,Femme,Profession_3,Zaghouan,617,Sujet_3,Description_19,Type_1,09/21/2023
C91015218,Nom_865,Prenom_994,51.888490486811044,Femme,Profession_21,Gafsa,832,Sujet_7,Description_16,Type_3,01/20/2023
C32809306,Nom_43,Prenom_856,20.695863168174693,Homme,Profession_30,Ben Arous,294,Sujet_5,Description_13,Type_5,11/01/2023
C74501440,Nom_589,Prenom_254,44.826598725255536,Femme,Profession_72,Zaghouan,820,Sujet_7,Description_11,Type_3,03/02/2023
C83386140,Nom_548,Prenom_392,44.12727047988609,Homme,Profession_89,Sfax,834,Sujet_8,Description_6,Type_4,03/27/2023
C90324701,Nom_229,Prenom_245,39.16237511505982,Homme,Profession_18,Le Kef,192,Sujet_2,Description_5,Type_2,03/24/2023
C98523991,Nom_509,Prenom_404,44.29582589315453,Homme,Profession_8,Kairouan,601,Sujet_5,Description_17,Type_2,11/04/2023
C14086974,Nom_814,Prenom_919,49.119605534958225,Femme,Profession_32,Ariana,169,Sujet_8,Description_18,Type_4,06/18/2023
C34828861,Nom_448,Prenom_765,49.480622714020654,Homme,Profession_83,Sousse,657,Sujet_5,Description_20,Type_5,08/21/2023
C94362561,Nom_222,Prenom_195,53.33336435757325,Femme,Profession_75,Zaghouan,484,Sujet_9,Description_9,Type_2,03/14/2023
C31433798,Nom_910,Prenom_228,29.904500156092105,Femme,Profession_11,Gabes,490,Sujet_7,Description_17,Type_2,11/10/2023
C56283611,Nom_302,Prenom_491,23.504186166162246,Femme,Profession_50,Siliana,292,Sujet_4,Description_9,Type_2,01/28/2023
C15362095,Nom_140,Prenom_182,19.375576792746784,Homme,Profession_43,Sousse,638,Sujet_8,Description_19,Type_1,07/27/2023
C64869341,Nom_569,Prenom_576,46.8906556315855,Homme,Profession_14,Medenine,625,Sujet_6,Description_3,Type_5,11/06/2023
C64209209,Nom_666,Prenom_63,30.13537503120402,Femme,Profession_44,Sidi Bouzid,991,Sujet_3,Description_16,Type_3,07/21/2023
C78390184,Nom_31,Prenom_979,57.373461934790654,Femme,Profession_8,Sousse,333,Sujet_9,Description_8,Type_2,02/07/2023
C32418292,Nom_372,Prenom_848,40.860279061896286,Homme,Profession_82,Bizerte,889,Sujet_5,Description_11,Type_4,03/03/2023
C88583789,Nom_447,Prenom_327,26.563154328994912,Homme,Profession_4,Gabes,417,Sujet_10,Description_14,Type_3,07/16/2023
C30499341,Nom_20,Prenom_574,19.105474100809833,Homme,Profession_86,Le Kef,108,Sujet_5,Description_18,Type_4,04/24/2023
C50077665,Nom_580,Prenom_42,38.794962484540996,Homme,Profession_5,Ariana,234,Sujet_9,Description_13,Type_4,09/03/2023
C36831344,Nom_567,Prenom_158,55.86400176092219,Femme,Profession_55,Sidi Bouzid,655,Sujet_3,Description_2,Type_4,01/03/2023
C48250593,Nom_709,Prenom_171,32.2623581713607,Femme,Profession_10,Gabes,681,Sujet_4,Description_5,Type_3,05/08/2023
C60043446,Nom_311,Prenom_888,45.72762160427879,Femme,Profession_59,Zaghouan,594,Sujet_1,Description_9,Type_5,10/20/2023
C26532690,Nom_879,Prenom_611,29.052462072870384,Femme,Profession_40,Kebili,124,Sujet_8,Description_7,Type_3,05/20/2023
C12763443,Nom_120,Prenom_83,39.4631603755761,Homme,Profession_18,Ariana,535,Sujet_1,Description_10,Type_1,04/03/2023
C45961323,Nom_60,Prenom_958,47.844140709925384,Femme,Profession_100,Bizerte,486,Sujet_9,Description_7,Type_4,12/27/2023
C48029889,Nom_548,Prenom_196,30.152761426411118,Femme,Profession_20,Tataouine,785,Sujet_9,Description_15,Type_1,04/17/2023
C98218565,Nom_791,Prenom_977,45.81806216989514,Femme,Profession_22,Kairouan,952,Sujet_1,Description_16,Type_5,12/10/2023
C91306248,Nom_101,Prenom_868,14.443146369581441,Homme,Profession_62,Le Kef,895,Sujet_7,Description_17,Type_2,12/15/2023
C52654474,Nom_602,Prenom_250,44.36166197171468,Homme,Profession_14,Medenine,119,Sujet_8,Description_12,Type_4,10/03/2023
C29724497,Nom_45,Prenom_29,24.536843871357824,Homme,Profession_73,Ariana,918,Sujet_8,Description_15,Type_4,02/13/2023
C75684512,Nom_347,Prenom_911,31.74557473771969,Femme,Profession_82,Gafsa,245,Sujet_1,Description_19,Type_3,10/24/2023
C40673029,Nom_487,Prenom_67,40.78130691638623,Femme,Profession_81,Sidi Bouzid,304,Sujet_5,Description_3,Type_3,09/19/2023
C25695548,Nom_367,Prenom_944,28.85610160624941,Homme,Profession_4,Tataouine,521,Sujet_10,Description_4,Type_3,04/06/2023
C23592457,Nom_423,Prenom_186,28.571488846457243,Homme,Profession_92,Sfax,146,Sujet_1,Description_15,Type_3,03/24/2023
C84741152,Nom_53,Prenom_915,33.960130018228895,Femme,Profession_34,Tozeur,747,Sujet_3,Description_16,Type_2,01/13/2023
C22986611,Nom_269,Prenom_171,31.908507124805283,Homme,Profession_90,Ben Arous,882,Sujet_6,Description_1,Type_3,07/14/2023
C11070322,Nom_622,Prenom_614,51.13739492072084,Homme,Profession_37,Nabeul,411,Sujet_8,Description_11,Type_1,10/04/2023
C53196392,Nom_951,Prenom_746,17.549470858448256,Femme,Profession_41,Nabeul,644,Sujet_1,Description_13,Type_5,11/22/2023
C60776329,Nom_560,Prenom_91,32.29995110079961,Homme,Profession_66,Le Kef,165,Sujet_3,Description_16,Type_4,04/15/2023
C37145955,Nom_958,Prenom_588,27.493490699058157,Femme,Profession_54,Sidi Bouzid,209,Sujet_3,Description_3,Type_2,09/27/2023
C75066486,Nom_719,Prenom_911,58.944983956167654,Femme,Profession_55,Gabes,300,Sujet_7,Description_6,Type_3,07/06/2023
C34318862,Nom_563,Prenom_657,20.990430935318297,Femme,Profession_36,Kasserine,975,Sujet_8,Description_20,Type_4,09/15/2023
C86601508,Nom_217,Prenom_83,64.1993646648956,Femme,Profession_34,Nabeul,971,Sujet_10,Description_1,Type_3,08/25/2023
C54726010,Nom_324,Prenom_293,35.60154188764973,Femme,Profession_34,Zaghouan,587,Sujet_6,Description_8,Type_3,12/04/2023
C70112470,Nom_226,Prenom_107,38.17989615890313,Femme,Profession_73,Monastir,952,Sujet_2,Description_1,Type_4,06/17/2023
C91415577,Nom_66,Prenom_533,25.12966745109806,Femme,Profession_85,Sousse,412,Sujet_9,Description_3,Type_2,04/12/2023
C30776063,Nom_441,Prenom_871,42.36851031843485,Homme,Profession_31,Jendouba,418,Sujet_7,Description_18,Type_5,05/23/2023
C55331387,Nom_293,Prenom_268,58.95847182653837,Femme,Profession_30,Tozeur,472,Sujet_10,Description_6,Type_4,02/07/2023
C23284919,Nom_750,Prenom_716,32.02672845133725,Femme,Profession_51,Nabeul,296,Sujet_7,Description_4,Type_2,04/21/2023
C21471698,Nom_446,Prenom_980,35.76965252673031,Homme,Profession_97,Zaghouan,175,Sujet_8,Description_19,Type_4,04/18/2023
C99295857,Nom_558,Prenom_393,39.03138506225547,Homme,Profession_57,Jendouba,568,Sujet_10,Description_1,Type_1,11/01/2023
C67509791,Nom_771,Prenom_129,36.71061775961003,Homme,Profession_44,Beja,452,Sujet_6,Description_16,Type_1,06/13/2023
C85316715,Nom_608,Prenom_135,46.110307200575065,Homme,Profession_16,Jendouba,349,Sujet_8,Description_1,Type_1,04/01/2023
C40161700,Nom_760,Prenom_186,48.78072647994426,Homme,Profession_63,Sidi Bouzid,928,Sujet_10,Description_3,Type_3,09/17/2023
C22175493,Nom_299,Prenom_736,41.666724281540425,Homme,Profession_41,Mahdia,808,Sujet_6,Description_2,Type_3,05/26/2023
C51891654,Nom_692,Prenom_440,39.25422483456317,Homme,Profession_23,Le Kef,455,Sujet_1,Description_12,Type_2,04/24/2023
C23750939,Nom_32,Prenom_809,39.13930826221602,Femme,Profession_85,Kebili,747,Sujet_10,Description_10,Type_1,04/18/2023
C35413945,Nom_440,Prenom_501,24.43258080877556,Homme,Profession_8,Zaghouan,528,Sujet_10,Description_16,Type_1,12/15/2023
C10249198,Nom_135,Prenom_4,10.407475341756935,Homme,Profession_99,Beja,282,Sujet_3,Description_18,Type_3,04/10/2023
C42879537,Nom_616,Prenom_557,46.785892358879835,Femme,Profession_15,Tozeur,582,Sujet_7,Description_6,Type_4,03/27/2023
C87356098,Nom_693,Prenom_69,35.92009708123779,Femme,Profession_21,Kairouan,764,Sujet_3,Description_16,Type_3,09/10/2023
C30588003,Nom_790,Prenom_966,51.22566796151576,Homme,Profession_92,Sousse,189,Sujet_4,Description_13,Type_2,10/27/2023
C34203886,Nom_698,Prenom_320,51.6270520361309,Homme,Profession_13,Zaghouan,240,Sujet_9,Description_5,Type_1,04/14/2023
C22746922,Nom_757,Prenom_242,46.03339285930258,Homme,Profession_86,Siliana,143,Sujet_1,Description_19,Type_3,03/06/2023
C12572969,Nom_251,Prenom_648,38.94220239277501,Femme,Profession_82,Sidi Bouzid,100,Sujet_5,Description_14,Type_4,07/28/2023
C74949271,Nom_30,Prenom_602,41.66719241805978,Homme,Profession_58,Sidi Bouzid,821,Sujet_7,Description_17,Type_2,06/28/2023
C92774804,Nom_788,Prenom_27,28.59165477506261,Homme,Profession_97,Sfax,674,Sujet_9,Description_13,Type_1,11/16/2023
C80017972,Nom_356,Prenom_100,27.244646833789506,Homme,Profession_20,Nabeul,293,Sujet_7,Description_17,Type_2,06/14/2023
C44539807,Nom_205,Prenom_566,38.201676374198165,Femme,Profession_40,Sousse,193,Sujet_1,Description_16,Type_2,01/20/2023
C20887043,Nom_313,Prenom_750,33.27829131413017,Femme,Profession_74,Kasserine,379,Sujet_3,Description_14,Type_4,01/04/2023
C53626973,Nom_803,Prenom_431,36.737516035088085,Homme,Profession_78,Ariana,695,Sujet_1,Description_10,Type_3,08/20/2023
C55711593,Nom_190,Prenom_529,33.72955569347708,Homme,Profession_26,Siliana,955,Sujet_6,Description_8,Type_3,04/20/2023
C96115400,Nom_314,Prenom_528,37.025087832864195,Femme,Profession_66,Ben Arous,115,Sujet_9,Description_17,Type_3,01/03/2023
C20717405,Nom_647,Prenom_610,26.454410842856603,Femme,Profession_87,Sfax,943,Sujet_7,Description_3,Type_5,11/13/2023
C62173779,Nom_871,Prenom_660,32.80566179260334,Homme,Profession_4,Le Kef,758,Sujet_3,Description_18,Type_5,03/08/2023
C22084335,Nom_551,Prenom_386,31.994365221849968,Homme,Profession_72,Ariana,721,Sujet_10,Description_3,Type_3,07/10/2023
C43752871,Nom_352,Prenom_304,38.067371497428105,Homme,Profession_77,Kasserine,982,Sujet_3,Description_18,Type_4,06/20/2023
C31992075,Nom_463,Prenom_22,39.068581752529525,Femme,Profession_68,Tunis,982,Sujet_3,Description_3,Type_3,08/05/2023
C93518655,Nom_454,Prenom_427,49.779981621849146,Femme,Profession_56,Zaghouan,957,Sujet_4,Description_9,Type_3,05/01/2023
C91757663,Nom_140,Prenom_550,27.171895654206722,Homme,Profession_55,Tunis,965,Sujet_3,Description_20,Type_4,08/16/2023
C53854419,Nom_910,Prenom_160,26.77657159156308,Homme,Profession_43,Sfax,476,Sujet_9,Description_4,Type_5,06/01/2023
C35932227,Nom_917,Prenom_326,33.80926044878479,Femme,Profession_2,La Manouba,230,Sujet_3,Description_9,Type_5,12/24/2023
C42430218,Nom_778,Prenom_297,38.36904855539312,Homme,Profession_3,Nabeul,319,Sujet_10,Description_19,Type_1,04/01/2023
C27758623,Nom_127,Prenom_186,36.07849426262176,Femme,Profession_68,Bizerte,841,Sujet_10,Description_10,Type_1,07/24/2023
C71104331,Nom_421,Prenom_809,42.70200868485401,Homme,Profession_72,Bizerte,851,Sujet_3,Description_8,Type_4,12/26/2023
C50453208,Nom_33,Prenom_506,30.778962216008214,Femme,Profession_73,Sousse,758,Sujet_8,Description_6,Type_3,04/15/2023
C89300355,Nom_413,Prenom_313,34.867284534257685,Femme,Profession_75,Mahdia,857,Sujet_4,Description_4,Type_4,02/16/2023
C46805929,Nom_345,Prenom_295,40.58825526402752,Homme,Profession_8,Kebili,752,Sujet_8,Description_16,Type_4,02/18/2023
C19425054,Nom_12,Prenom_890,49.63053949021861,Homme,Profession_23,Zaghouan,859,Sujet_3,Description_18,Type_4,02/10/2023
C82176872,Nom_344,Prenom_684,25.003787170215087,Femme,Profession_57,Tataouine,830,Sujet_2,Description_8,Type_1,08/21/2023
C49034627,Nom_556,Prenom_813,43.43518939113528,Homme,Profession_1,Jendouba,965,Sujet_9,Description_16,Type_5,09/17/2023
C56724290,Nom_119,Prenom_595,31.627264910511194,Femme,Profession_91,Nabeul,280,Sujet_2,Description_16,Type_1,02/02/2023
C10550271,Nom_129,Prenom_743,39.68823048251798,Femme,Profession_62,La Manouba,270,Sujet_9,Description_7,Type_1,06/08/2023
C43151945,Nom_34,Prenom_423,32.32315827905174,Femme,Profession_80,Kebili,771,Sujet_6,Description_19,Type_3,04/10/2023
C87714051,Nom_127,Prenom_352,49.67653506739982,Homme,Profession_97,Ariana,283,Sujet_1,Description_5,Type_5,05/25/2023
C62423763,Nom_917,Prenom_772,17.355919256167542,Homme,Profession_99,Kairouan,511,Sujet_7,Description_12,Type_3,04/26/2023
C84599508,Nom_627,Prenom_261,16.40233427077529,Femme,Profession_100,Kairouan,961,Sujet_10,Description_12,Type_3,09/02/2023
C30434811,Nom_256,Prenom_619,38.21645054924922,Femme,Profession_88,Bizerte,259,Sujet_9,Description_3,Type_5,08/23/2023
C26534662,Nom_52,Prenom_580,33.78851369986909,Femme,Profession_70,Monastir,581,Sujet_4,Description_19,Type_2,07/10/2023
C81335694,Nom_287,Prenom_212,39.279091987423115,Femme,Profession_93,Sousse,624,Sujet_6,Description_15,Type_5,05/26/2023
C94210416,Nom_716,Prenom_165,39.07688975130592,Homme,Profession_30,Nabeul,658,Sujet_1,Description_7,Type_5,06/21/2023
C77246597,Nom_886,Prenom_553,19.056421853643705,Homme,Profession_53,Le Kef,301,Sujet_5,Description_11,Type_3,09/03/2023
C82799939,Nom_341,Prenom_991,37.43224987124689,Homme,Profession_35,Le Kef,450,Sujet_10,Description_11,Type_1,04/26/2023
C71395653,Nom_22,Prenom_854,37.3955371269304,Femme,Profession_35,La Manouba,481,Sujet_3,Description_6,Type_5,12/13/2023
C39232901,Nom_399,Prenom_255,63.47957476303465,Femme,Profession_53,Kasserine,275,Sujet_8,Description_15,Type_3,01/11/2023
C66253339,Nom_495,Prenom_6,47.81464573226849,Femme,Profession_29,Bizerte,267,Sujet_2,Description_1,Type_1,04/03/2023
C22033866,Nom_258,Prenom_794,45.84053054700053,Homme,Profession_46,Kebili,452,Sujet_1,Description_7,Type_3,09/04/2023
C79496696,Nom_580,Prenom_435,35.90488512651702,Homme,Profession_23,Bizerte,308,Sujet_9,Description_11,Type_5,02/07/2023
C65710642,Nom_246,Prenom_234,27.869087380860822,Femme,Profession_87,Gafsa,881,Sujet_4,Description_19,Type_5,03/09/2023
C53252065,Nom_980,Prenom_926,8.024055097389013,Femme,Profession_65,Gabes,213,Sujet_9,Description_15,Type_5,05/25/2023
C21826023,Nom_158,Prenom_736,45.06463820347794,Femme,Profession_75,Sfax,484,Sujet_1,Description_7,Type_1,02/01/2023
C76666383,Nom_198,Prenom_787,10.776286709034647,Homme,Profession_80,Siliana,955,Sujet_8,Description_2,Type_2,01/09/2023
C13672062,Nom_125,Prenom_193,45.15815165182051,Femme,Profession_63,Siliana,503,Sujet_3,Description_13,Type_4,09/19/2023
C14017254,Nom_704,Prenom_605,26.128877628086435,Femme,Profession_93,Monastir,683,Sujet_8,Description_2,Type_5,08/22/2023
C49705597,Nom_751,Prenom_481,42.379461496013626,Homme,Profession_55,Ben Arous,730,Sujet_5,Description_19,Type_2,05/18/2023
C52943069,Nom_663,Prenom_828,31.588257147133355,Homme,Profession_56,Ariana,334,Sujet_2,Description_14,Type_4,06/10/2023
C40004815,Nom_700,Prenom_358,31.652622391680907,Femme,Profession_92,Ariana,380,Sujet_10,Description_19,Type_5,11/06/2023
C14225217,Nom_416,Prenom_581,40.375423662779305,Femme,Profession_19,Sidi Bouzid,129,Sujet_7,Description_16,Type_2,02/02/2023
C68514218,Nom_771,Prenom_198,29.16159683185397,Homme,Profession_92,Ariana,501,Sujet_9,Description_3,Type_2,05/12/2023
C62065357,Nom_226,Prenom_367,32.33180756311122,Femme,Profession_15,Tataouine,811,Sujet_7,Description_11,Type_1,08/06/2023
C30524415,Nom_189,Prenom_436,41.486346444763036,Femme,Profession_45,Beja,426,Sujet_3,Description_16,Type_3,06/13/2023
C64532921,Nom_277,Prenom_316,37.28809129607897,Femme,Profession_40,Beja,858,Sujet_3,Description_13,Type_2,06/17/2023
C29939305,Nom_225,Prenom_174,44.88209036759932,Homme,Profession_54,Gabes,706,Sujet_1,Description_13,Type_2,01/05/2023
C60765251,Nom_806,Prenom_625,41.87037563509941,Homme,Profession_63,Bizerte,613,Sujet_9,Description_16,Type_3,03/25/2023
C16285088,Nom_918,Prenom_767,33.9183784610123,Homme,Profession_79,Beja,704,Sujet_1,Description_13,Type_1,08/22/2023
C58978666,Nom_571,Prenom_438,35.71896952329339,Homme,Profession_68,Ben Arous,618,Sujet_6,Description_5,Type_3,12/23/2023
C47194597,Nom_494,Prenom_725,38.61952958715325,Femme,Profession_14,Kasserine,863,Sujet_1,Description_20,Type_4,01/05/2023
C65765631,Nom_941,Prenom_451,53.81628522984657,Femme,Profession_31,Tunis,962,Sujet_3,Description_3,Type_3,06/15/2023
C70550351,Nom_437,Prenom_968,41.30995185515139,Femme,Profession_28,Kairouan,839,Sujet_8,Description_17,Type_5,12/07/2023
C89039089,Nom_544,Prenom_550,37.37654351176294,Femme,Profession_80,Kasserine,831,Sujet_4,Description_7,Type_3,09/23/2023
C69463247,Nom_229,Prenom_375,42.98410232252528,Homme,Profession_80,Jendouba,175,Sujet_9,Description_17,Type_3,01/01/2023
C15236500,Nom_504,Prenom_860,27.783379670383262,Homme,Profession_96,La Manouba,442,Sujet_6,Description_3,Type_4,12/20/2023
C97211467,Nom_808,Prenom_860,41.85960821845334,Homme,Profession_20,Le Kef,993,Sujet_7,Description_14,Type_5,09/07/2023
C51993871,Nom_898,Prenom_680,39.04095713820388,Femme,Profession_17,Sidi Bouzid,862,Sujet_4,Description_13,Type_3,07/04/2023
C53539626,Nom_518,Prenom_99,39.35260791234527,Homme,Profession_67,Siliana,927,Sujet_9,Description_7,Type_5,06/09/2023
C73401216,Nom_264,Prenom_208,34.44710075499689,Homme,Profession_32,Monastir,146,Sujet_6,Description_16,Type_1,05/09/2023
C17764897,Nom_158,Prenom_170,35.99272990968473,Homme,Profession_56,Le Kef,796,Sujet_1,Description_20,Type_4,12/20/2023
C51193685,Nom_695,Prenom_142,30.504315147023576,Homme,Profession_91,Kairouan,174,Sujet_6,Description_12,Type_4,05/05/2023
C50249335,Nom_584,Prenom_838,47.792889534393865,Homme,Profession_14,Ariana,728,Sujet_8,Description_10,Type_2,09/19/2023
C28453807,Nom_545,Prenom_58,30.526269123295894,Femme,Profession_50,Tataouine,183,Sujet_1,Description_17,Type_3,04/09/2023
C48577481,Nom_217,Prenom_959,32.38841546969495,Femme,Profession_29,Nabeul,215,Sujet_4,Description_14,Type_4,06/12/2023
C73275314,Nom_304,Prenom_862,46.1437293937001,Homme,Profession_15,Kairouan,824,Sujet_3,Description_4,Type_5,02/03/2023
C31680252,Nom_325,Prenom_161,54.246413155506076,Femme,Profession_48,Siliana,838,Sujet_7,Description_17,Type_5,11/27/2023
C21511163,Nom_535,Prenom_777,33.03515543717243,Femme,Profession_91,Kasserine,424,Sujet_6,Description_20,Type_1,10/17/2023
C57575186,Nom_105,Prenom_914,19.149297671346336,Homme,Profession_8,Siliana,481,Sujet_7,Description_13,Type_5,06/10/2023
C19525113,Nom_84,Prenom_99,29.684736125066166,Femme,Profession_42,Tozeur,570,Sujet_3,Description_10,Type_3,06/01/2023
C58363980,Nom_190,Prenom_861,26.74536139158617,Homme,Profession_100,Nabeul,283,Sujet_10,Description_14,Type_2,09/14/2023
C70350596,Nom_983,Prenom_786,42.22357255629827,Femme,Profession_54,Gabes,300,Sujet_8,Description_7,Type_1,04/20/2023
C10492394,Nom_257,Prenom_633,30.30615348931666,Homme,Profession_33,Le Kef,585,Sujet_2,Description_16,Type_4,08/22/2023
C51093793,Nom_397,Prenom_772,24.87251269904003,Homme,Profession_58,Tozeur,517,Sujet_9,Description_13,Type_5,07/07/2023
C39786033,Nom_506,Prenom_908,34.50768720346117,Homme,Profession_42,Sfax,415,Sujet_8,Description_8,Type_1,07/16/2023
C30681733,Nom_808,Prenom_467,24.91149401159304,Homme,Profession_84,Nabeul,679,Sujet_5,Description_16,Type_5,06/26/2023
C72372383,Nom_770,Prenom_890,66.81720060644143,Homme,Profession_32,Nabeul,408,Sujet_2,Description_8,Type_5,08/19/2023
C26149167,Nom_680,Prenom_175,33.975969320635166,Homme,Profession_92,Mahdia,253,Sujet_4,Description_11,Type_5,04/02/2023
C97799247,Nom_861,Prenom_169,69.41065942594112,Homme,Profession_68,Mahdia,413,Sujet_2,Description_17,Type_2,11/22/2023
C81243806,Nom_469,Prenom_120,58.76358096697598,Femme,Profession_96,Jendouba,598,Sujet_10,Description_16,Type_3,09/18/2023
C76324220,Nom_719,Prenom_176,36.66324142472523,Femme,Profession_14,Ariana,684,Sujet_5,Description_16,Type_1,01/02/2023
C19513264,Nom_589,Prenom_610,65.21929305780236,Femme,Profession_85,Kebili,272,Sujet_10,Description_3,Type_5,02/15/2023
C18915664,Nom_3,Prenom_407,26.465464997467834,Femme,Profession_15,La Manouba,552,Sujet_2,Description_1,Type_1,04/18/2023
C79367980,Nom_514,Prenom_939,35.73275036325343,Femme,Profession_60,Ariana,467,Sujet_2,Description_1,Type_3,02/05/2023
C14300497,Nom_841,Prenom_308,51.97747365303972,Femme,Profession_57,Tozeur,959,Sujet_1,Description_5,Type_4,08/15/2023
C72882825,Nom_902,Prenom_168,22.444547787960808,Femme,Profession_2,Jendouba,933,Sujet_8,Description_12,Type_3,05/08/2023
C56837752,Nom_157,Prenom_721,28.893801587105205,Homme,Profession_37,Jendouba,535,Sujet_9,Description_14,Type_4,07/26/2023
C14212866,Nom_664,Prenom_748,26.484084540762954,Homme,Profession_37,Bizerte,796,Sujet_5,Description_14,Type_4,12/03/2023
C23306905,Nom_163,Prenom_400,28.6470769905077,Homme,Profession_61,Le Kef,461,Sujet_6,Description_16,Type_2,10/25/2023
C24952383,Nom_547,Prenom_153,34.174375925951615,Homme,Profession_99,Mahdia,339,Sujet_7,Description_4,Type_1,11/15/2023
C48423416,Nom_855,Prenom_255,38.762012125229305,Femme,Profession_10,Beja,587,Sujet_9,Description_1,Type_4,11/01/2023
C16236126,Nom_532,Prenom_412,24.54986025908684,Homme,Profession_75,Sfax,134,Sujet_4,Description_1,Type_5,03/19/2023
C46080299,Nom_471,Prenom_900,18.98446536710337,Femme,Profession_60,Ben Arous,101,Sujet_9,Description_2,Type_2,09/04/2023
C11444752,Nom_24,Prenom_183,44.105994983267905,Homme,Profession_12,Kasserine,692,Sujet_6,Description_20,Type_2,04/20/2023
C36517689,Nom_45,Prenom_682,44.13636076414763,Homme,Profession_63,Ariana,352,Sujet_6,Description_13,Type_5,09/20/2023
C66651820,Nom_97,Prenom_290,26.079318903093412,Femme,Profession_4,Bizerte,446,Sujet_6,Description_16,Type_5,03/17/2023
C60737435,Nom_917,Prenom_823,36.83648495453771,Femme,Profession_57,Tunis,445,Sujet_8,Description_1,Type_4,11/20/2023
C47985987,Nom_425,Prenom_874,48.668581251522504,Homme,Profession_52,Le Kef,504,Sujet_5,Description_9,Type_1,07/04/2023
C31616821,Nom_766,Prenom_219,28.665403418794547,Femme,Profession_9,Jendouba,401,Sujet_8,Description_12,Type_1,07/04/2023
C89150244,Nom_666,Prenom_387,50.81068683381028,Homme,Profession_73,Tunis,754,Sujet_7,Description_19,Type_5,08/06/2023
C54014114,Nom_925,Prenom_135,53.46894042867493,Femme,Profession_97,Tunis,140,Sujet_5,Description_18,Type_2,06/18/2023
C20746813,Nom_22,Prenom_768,33.25882891996364,Femme,Profession_56,Kebili,369,Sujet_10,Description_4,Type_2,09/05/2023
C89903540,Nom_402,Prenom_165,37.48595358388828,Homme,Profession_36,Kebili,216,Sujet_2,Description_16,Type_1,01/08/2023
C40428916,Nom_417,Prenom_45,37.70764000877335,Homme,Profession_64,La Manouba,568,Sujet_4,Description_9,Type_2,06/02/2023
C24605624,Nom_902,Prenom_509,44.08175659012495,Homme,Profession_25,Tunis,173,Sujet_9,Description_11,Type_4,10/21/2023
C66895683,Nom_685,Prenom_728,26.813598530245006,Homme,Profession_35,Sousse,480,Sujet_4,Description_20,Type_1,02/23/2023
C40074933,Nom_967,Prenom_306,38.03051404486154,Femme,Profession_7,Bizerte,380,Sujet_6,Description_3,Type_2,08/18/2023
C54820206,Nom_886,Prenom_819,27.674911511935566,Femme,Profession_17,Siliana,489,Sujet_6,Description_11,Type_3,07/02/2023
C37293524,Nom_880,Prenom_372,20.887005538589797,Femme,Profession_98,Gafsa,659,Sujet_5,Description_20,Type_4,04/05/2023
C13894501,Nom_253,Prenom_145,52.99145643811634,Homme,Profession_39,Tozeur,518,Sujet_3,Description_1,Type_3,11/28/2023
C53905409,Nom_480,Prenom_894,36.96649858541651,Homme,Profession_17,Tataouine,537,Sujet_7,Description_4,Type_2,10/25/2023
C99305951,Nom_712,Prenom_331,42.545423290853606,Homme,Profession_81,Beja,901,Sujet_1,Description_11,Type_3,02/24/2023
C67681455,Nom_998,Prenom_830,30.707521321786935,Homme,Profession_12,Tunis,513,Sujet_1,Description_8,Type_1,12/03/2023
C13237451,Nom_493,Prenom_442,29.94157046468292,Homme,Profession_84,Tunis,791,Sujet_10,Description_7,Type_3,10/24/2023
C30994674,Nom_18,Prenom_549,9.852416965803837,Homme,Profession_52,Sidi Bouzid,970,Sujet_9,Description_3,Type_5,10/09/2023
C58840824,Nom_127,Prenom_123,43.55599555826903,Homme,Profession_56,Tataouine,574,Sujet_6,Description_20,Type_5,01/05/2023
C73106401,Nom_971,Prenom_424,48.05250658805879,Homme,Profession_8,Sousse,227,Sujet_2,Description_17,Type_5,04/05/2023
C72401545,Nom_239,Prenom_306,40.03592621774517,Homme,Profession_12,Jendouba,272,Sujet_1,Description_11,Type_1,12/01/2023
C28519460,Nom_212,Prenom_698,15.544595777774148,Homme,Profession_29,Sfax,901,Sujet_5,Description_9,Type_1,01/19/2023
C49374952,Nom_772,Prenom_35,37.13782662449028,Homme,Profession_95,Kasserine,910,Sujet_7,Description_10,Type_1,07/18/2023
C86540435,Nom_720,Prenom_560,13.605400445777356,Homme,Profession_80,Sfax,176,Sujet_8,Description_16,Type_1,01/01/2023
C77055107,Nom_986,Prenom_197,26.65138721750544,Homme,Profession_47,Kebili,148,Sujet_9,Description_4,Type_5,06/16/2023
C20084601,Nom_386,Prenom_235,46.51599970114887,Femme,Profession_50,Beja,622,Sujet_7,Description_17,Type_1,11/18/2023
C57533064,Nom_358,Prenom_261,27.00291434192186,Homme,Profession_2,Le Kef,128,Sujet_3,Description_17,Type_5,12/28/2023
C39256908,Nom_8,Prenom_631,28.032102161284215,Homme,Profession_95,Beja,144,Sujet_7,Description_8,Type_4,05/02/2023
C88246638,Nom_656,Prenom_771,44.32189631677602,Femme,Profession_26,Ariana,193,Sujet_8,Description_17,Type_3,05/14/2023
C27019907,Nom_911,Prenom_53,23.84595429819392,Homme,Profession_60,Bizerte,328,Sujet_8,Description_16,Type_3,12/04/2023
C71883615,Nom_78,Prenom_671,45.18543440746897,Femme,Profession_92,Kairouan,737,Sujet_9,Description_15,Type_5,05/16/2023
